"","y","Month","Year","pasta_twitter_lag18","tomato_twitter_lag10","bbq_google10","chili_google15","ketchup_google16","pasta_google15","salsa_google12","spaghetti_google14","tomato_google12"
"58",409773,"10","2014",-0.542151343036238,0,0.95242748643266,2.14535272583002,1.70673930700485,1.18474955280571,-0.576320487129711,0.60315287351026,0.0811314766425984
"59",173356,"11","2014",1.02522986750791,-0.0674440822220377,0.610096376906575,0.942777853336196,0.847298248852999,0.863561243057987,-1.20386946200429,1.6920438640012,-0.314889600915526
"60",442834,"12","2014",-0.298649875968266,-1.46179803872983,0.096599712617447,-0.314459513361898,0.847298248852999,0.810029858100033,-1.02456975489726,1.21565405566141,-0.484612919869007
"61",483801,"1","2015",-0.114811408179961,-1.5184697155214,-0.0501136200365895,-0.478446995974693,0.847298248852999,0.863561243057987,-0.39702078002269,0.875375621132994,0.19428035594492
"62",229769,"2","2015",0,0,0.0476952683994348,-0.259797019157633,0.908686895863846,0.917092628015942,-0.576320487129711,0.943431308038678,-0.0320174026597227
"63",341785,"3","2015",-0.539997042581451,-1.43275751325352,0.634548599015581,-0.150472030749103,0.908686895863846,1.23828093776367,-0.755620194236732,0.739264247321627,0.0245570369914378
"64",237800,"4","2015",-0.158052600506075,-0.266352039812367,0.879070820105642,-0.478446995974693,0.970075542874692,1.55946924751139,-0.217721072915669,0.875375621132994,0.420578114549562
"65",135268,"5","2015",0.0640886771959342,-0.0770879255012528,1.02578415275968,-0.423784501770428,1.15424148390723,1.18474955280571,0.320178048405395,0.875375621132994,1.09947139036349
"66",684142,"6","2015",1.57977608740636,-0.987358189568992,1.34366304017676,0.888115359131931,0.724520954831307,1.02415539793185,0.140878341298374,1.28370974256709,1.21262026966581
"67",1297718,"7","2015",0.572034356224247,-0.417930912055703,2.15058636977396,2.14535272583002,0.233411778744536,0.970624012973896,1.03737687683348,1.35176542947278,1.43891802827045
"68",819857,"8","2015",-0.551806149225865,0.694989493196467,2.10168192555595,1.27075281856179,0.417577719777075,0.64943570322617,1.48562614460103,2.03232229852961,1.60864134722393
"69",726621,"9","2015",-0.246895657910226,-0.465279845373934,2.15058636977396,1.59872778378738,1.89090524803739,0.970624012973896,0.499477755512416,0.875375621132994,0.703450312805365
"70",287739,"10","2015",1.6785954971022,0,1.19694970752272,2.30934020844282,1.46118471896146,1.50593786255344,-0.665970340683222,0.807319934227311,-0.0320174026597227
"71",429530,"11","2015",0.117767645768604,1.15785763871924,1.05023637486868,1.21609032435752,1.15424148390723,1.13121816784776,-1.20386946200429,1.76009955090688,-0.428038480217847
"72",316549,"12","2015",1.25282360563657,-1.86858792816042,0.659000821124587,0.286827922885016,0.970075542874692,1.18474955280571,-1.02456975489726,1.21565405566141,-0.371464040566686
"73",418235,"1","2016",-0.334869333991795,-0.266352039812367,0.414478600034526,-0.205134524953368,1.15424148390723,1.02415539793185,-0.4866706335762,1.28370974256709,0.19428035594492
"74",276598,"2","2016",0,0.888592996371857,0.51228748847055,-0.423784501770428,0.970075542874692,1.18474955280571,-0.39702078002269,0.943431308038678,-0.0320174026597227
"75",330845,"3","2016",-0.328581254655952,0.262385803342492,0.585644154797569,-0.587771984383223,1.70673930700485,1.45240647759548,-0.755620194236732,0.875375621132994,0.25085479559608
"76",247475,"4","2016",0.381256993483322,-0.266352039812367,0.976879708541666,-0.533109490178958,1.27701877792892,1.88065755725912,-0.39702078002269,0.739264247321627,0.533726993851883
"77",230875,"5","2016",0.123914654066908,-0.280594136597683,1.14804526330471,-0.369122007566163,1.09285283689638,1.50593786255344,0.230528194851884,0.943431308038678,0.929748071410007
"78",582709,"6","2016",0.749648678080731,-0.266352039812367,1.58818526126682,0.450815405497811,1.27701877792892,1.45240647759548,0.409827901958905,1.35176542947278,1.09947139036349
"79",1152717,"7","2016",-0.0280252295480305,-0.15519692505822,2.07722970344694,2.25467771423855,1.21563013091808,1.29181232272162,1.48562614460103,4.41427134022853,1.77836466617742
"80",1013543,"8","2016",0,0.038962910022846,2.34620414664601,1.32541531276605,1.03146418988554,0.917092628015942,1.48562614460103,2.1003779854353,1.66521578687509
"81",554282,"9","2016",0,0,2.44401303508203,1.59872778378738,1.70673930700485,1.39887509263753,0.678777462619437,1.14759836875573,0.986322511061168
"82",291789,"10","2016",0.407324308425569,0,1.5148285949398,2.36400270264708,1.15424148390723,1.98772032717503,-0.4866706335762,0.943431308038678,0.364003674898401
"83",398401,"11","2016",0.745812995394434,0,1.27030637384974,1.21609032435752,1.58396201298316,1.61300063246935,-1.02456975489726,1.89621092471825,-0.258315161264365
"84",381070,"12","2016",-0.577554233590018,-0.266352039812367,0.830166375887629,0.177502934476487,1.82951660102654,1.45240647759548,-0.576320487129711,1.28370974256709,-0.145166281962044
"85",205661,"1","2017",-0.28861643578633,-1.82586163780447,0.659000821124587,-0.259797019157633,1.52257336597231,1.39887509263753,-0.307370926469179,0.943431308038678,0.364003674898401
"86",485107,"2","2017",-0.356886084349932,-0.266352039812367,0.854618597996635,-0.587771984383223,1.82951660102654,1.61300063246935,-0.307370926469179,0.943431308038678,0.25085479559608
"87",427355,"3","2017",0.140776847009387,-0.0124174321991797,0.781261931669617,-0.587771984383223,2.01368254205908,1.61300063246935,-0.4866706335762,0.739264247321627,0.25085479559608
"88",355700,"4","2017",-0.477959108843259,0,1.05023637486868,-0.533109490178958,1.46118471896146,1.93418894221707,-0.128071219362158,0.807319934227311,0.760024752456525
"89",338288,"5","2017",0.385215513682122,0,1.22140192963173,-0.259797019157633,1.46118471896146,1.82712617230116,0.320178048405395,1.14759836875573,2.2309601833867
"90",490428,"6","2017",-0.581288508038999,0.929984090154182,1.41701970650378,0.888115359131931,1.58396201298316,1.45240647759548,0.409827901958905,1.21565405566141,1.72179022652626
"91",985700,"7","2017",10.2433422815494,-0.134918627096315,2.321751924537,2.36400270264708,1.39979607195062,1.34534370767958,1.30632643749401,2.23648935924666,1.89151354547974
"92",1020696,"8","2017",-0.623531980957611,-0.351804620524263,2.37065636875501,1.54406528958311,1.39979607195062,1.13121816784776,1.57527599815454,1.76009955090688,2.11781130408438
"93",482332,"9","2017",-0.24177671166123,0,2.39510859086402,1.32541531276605,2.13645983608077,1.61300063246935,0.589127609065927,1.01148699494436,1.09947139036349
"94",260505,"10","2017",0,-0.779067524083745,1.66154192759384,2.41866519685135,1.95229389504823,1.93418894221707,-0.755620194236732,0.875375621132994,0.19428035594492
"95",325844,"11","2017",0,-0.266352039812367,1.0991408190867,2.14535272583002,0,1.55946924751139,-0.934919901343753,1.55593249018983,-0.145166281962044
"96",319310,"12","2017",0,-1.59877140456261,0.634548599015581,0,0,0,-0.665970340683222,1.14759836875573,-0.201740721613204
"97",354804,"1","2018",0,-0.0182879694368879,0.683453043233593,0,0,0,-0.307370926469179,0,0.703450312805365
"98",349080,"2","2018",0,-0.456840084315969,0.830166375887629,0,0,0,-0.0384213658086476,0,0.420578114549562
"99",261362,"3","2018",0,0.832959805804216,0.634548599015581,0,0,0,0,0,0
"100",138940,"4","2018",0,-0.586799217481978,1.02578415275968,0,0,0,0,0,0
"101",276846,"5","2018",0,-2.1507594707195,0,0,0,0,0,0,0
"102",488085,"6","2018",0,0,0,0,0,0,0,0,0
"103",1214105,"7","2018",0,0,0,0,0,0,0,0,0
"104",1035243,"8","2018",0,0,0,0,0,0,0,0,0
"105",477550,"9","2018",0,0,0,0,0,0,0,0,0
"106",362249,"10","2018",0,0,0,0,0,0,0,0,0
"107",28240,"11","2018",0,0,0,0,0,0,0,0,0
